entied,countied
"Agriculture19,681,066.0017,681,136.0017,753,931.2417,821,836.00+ 1,927,134.76+ 1,859,230.00-",1
the Port of New York,1
Port,1
Collector,1
the Naval Officer,1
The Naval Officers,1
"York, Me",1
Md.,1
the Federal Courts,1
Printing,1
the Division of Public Moneys,1
the Division of Loans and Currency,1
Congress the Government's,1
THE PAYNE TARIFF ACT,1
TARIFF BOARD,1
the nonpartisan Monetary Commission of,1
the Volunteer Act,1
the Philippine War,1
Volunteer Act,1
this Volunteer Bill,1
The Army Engineers,1
coast,1
Corregidor Island,1
Pacific Naval,1
To Provide a Civil Government,1
Purposes,1
CANAL,1
the Tehuantepec Railroad,1
Suez Canal,1
MAINTENANCE OF CANAL,1
Port Said,1
the interstate commerce law a provision prohibiting interstate commerce,1
NATIONAL INCORPORATION,1
the Lord Chancellors of England,1
RELIEF OF SUPREME COURT,1
UNNECESSARY APPEALS,1
United States Circuit Courts of Appeals,1
the Circuit Courts of Appeals,1
Circuit Courts of Appeals,1
the Circuit Court of Appeals of the third circuit,1
JUDICIAL,1
the Federal Judges,1
Circuit Judges,1
the Post-Office Department of this Government,1
Postmasters,1
FRANKING,1
Departmental,1
the Postal Savings Banks,1
Aides,1
the Commission on Naval Reorganization,1
Justice Moody,1
the naval department,1
Court of Inquiry,1
the Major-General Commandant,1
Inspector,1
The Naval Supply,1
the Naval Supply Account,1
JOHN PAUL JONES,1
Robert Edwin Peary,1
APPEALS,1
the Committee on Public Lands,1
ALASKAN RAILWAYS,1
Pacific coast,1
THE CENSUS BUREAU,1
the Light-House Board,1
the Pribiloff Islands,1
Pribiloff,1
The Coast and Geodetic Survey,1
the Erdman Act,1
PHOSPHOROUS MATCHES,1
SUSPENSION,1
EMERGENCIES,1
the Government of extra compensation,1
WORKMEN,1
the International Congress on Industrial Insurance,1
DEPARTMENTS,1
a Bureau of Health,1
The Southern Pacific Railroad Company,1
the Southern Pacific Railroad Company,1
The Commissioners of the District,1
the Botanic Garden,1
Washington Barracks,1
the Meridian Hill,1
Montrose,1
the Klingle Ford,1
the State of the land,1
Arlington Cemetery,1
Rosslyn,1
Virginia Senators and Representatives,1
the Board of Education,1
the School Board,1
the Superintendent of Education,1
PERMANENT IMPROVEMENTS,1
Health Departments,1
Judson,1
FREEDMEN'S BANK,1
the Freedmen's Bank,1
Arthur T. Hadley,1
Frederick Strauss,1
Frederick N. Judson,1
Walter L. Fisher,1
B. H. Meyer,1
William E. S. Griswold,1
Reciprocity,1
the American Tobacco Trust,1
the Standard Oil and Tobacco,1
EQUITY,1
the Supreme and Circuit Courts,1
Tobacco,1
The American Tobacco Company,1
Liggett &,1
Meyers Tobacco Company,1
the P. Lorillard Company,1
the R. J. Reynolds Tobacco Company,1
United Cigar Stores,1
the Liggett &,1
the Lorillard Company 22.82 per cent,1
the Reynolds Company 2.66,1
American Tobacco Company,1
the Tobacco Trust,1
Circuit,1
Noyes,1
SUPPLEMENTAL,1
NEEDED,1
AMENDMENT,1
AID COURTS IN TRUST DISSOLUTIONS,1
Tobacco Trust,1
the Comptroller of the Currency or,1
IMPORTANCE OF THE ANTI-TRUST ACT,1
OF ALSOP &,1
CO.,1
Alsop &amp,1
Co.,1
MEXICO,1
Aleshire,1
-Mexicans,1
Agua Prieta,1
Sloan,1
Occurrence,1
Tia Juana,1
Senor de la Barra,1
Senor Francisco 1,1
Bernardo Reyes,1
the Diaz Government,1
CENTRAL AMERICA-HONDURAS,1
these Central American Republics,1
The Government of Nicaragua,1
THE PAN AMERICAN UNION,1
CHINESE,1
the Provinces of Hunan and,1
Hupeh,1
NEUTRAL FINANCIAL ADVISER,1
the Dutch Java Bank,1
Chinese Empire,1
Haichi,1
Admiral Ching,1
Count Togo,1
Moroccan,1
The Ottoman Empire,1
"GEORGE V.

",1
George V.,1
Article 11,1
Albert Jaegers,1
von Steuben,1
RUSSIA,1
The National Constituent Assembly,1
CONFERENCES,1
article 7 of The Hague,1
NECESSARY,1
the International Union for the Protection of Industrial Property,1
"the Paris convention of March 20, 1883",1
INTERNATIONAL OPIUM COMMISSION,1
the International Opium Commission,1
BUENOS AIRES CONVENTIONS,1
the Fourth Pan American Conference at Buenos Aires,1
FOREIGN TRADE RELATIONS,1
TYTE UNITED STATES,1
the National Red Cross,1
the Diplomatic and Consular Service,1
Lowden,1
the Sixty-first,1
the Tariff Board on Schedule K.,1
i. e.,1
unscoured,1
The Tariff Board,1
SUM,1
the Panama Canal 3 per cent,1
THE TREASURY DEPARTMENT,1
Monetary Commission,1
THE WAR DEPARTMENT,1
the Adjutant General's,1
the Inspector General's,1
Subsistence,1
General Staff Corps,1
"i5,ooo",1
ARLINGTON,1
THE PANAMA CANAL,1
Spooner Act,1
REPAIRS,1
PHILIPPINE,1
Dickinson,1
the Sanitary District of Chicago,1
THE DEPARTMENT OF JUSTICE,1
LIABILITY,1
TO PREVENT,1
chapter II,1
Code,1
POST OFFICE,1
POSTAL-SAVINGS SYSTEM,1
the City Delivery Service,1
THE NAVY DEPARTMENT,1
North Chicago,1
unnecessary navy,1
COUNCIL OF NATIONAL DEFENSE,1
the council of national defense,1
COMMISSION,1
the Commission on Economy and Efficiency,1
THE STATE DEPARTMENT,1
Divisions of LatinAmerican Affairs,1
Western European Affairs,1
Division of Information,1
CONSULAR,1
DIPLOMATIC CORPS Expert,1
Department of State,1
the Consular Service,1
STATISTICS AS TO,1
the Diplomatic and Consular Services,1
student interpreter corps,1
SUCCESSFUL EFFORTS,1
the Governments of Chile,1
TacnaArica,1
The Republics of Central America,1
ENFORCEMENT OF NEUTRALITY LAWS,1
foci,1
SUPPLEMENTARY,1
FUR SEAL TREATY,1
FINAL SETTLEMENT OF NORTH ATLANTIC,1
the North Atlantic Coast Fisheries Arbitration Tribunal,1
"Article I of the treaty of October 20, 1818,",1
Govern,1
INTERNATIONAL COMMISSION OF JURISTS,1
the International Commission of jurists,1
OPIUM CONFERENCE-UNFORTUNATE,1
the Opium Conference at The Hague,1
Cyrenaica,1
Tripolitania,1
the U. S. S. Scorpion,1
the Liberian Government,1
MOROCCO,1
JAPAN,1
the American Commonwealth,1
Mutsuhito,1
Knox,1
the Coast Artillery School,1
Fort Monroe,1
Britannic Majesty King,1
the United States Coast Artillery,1
the Chilean Coast Artillery School,1
Guayaquil & Quito Railway Co.,1
the Government of Ecuador,1
John Celestine Landreau,1
the American Public Health Service,1
the Third International Students Congress,1
The Republic of Uruguay,1
Caceres,1
The Republic of Cuba,1
the Province of Oriente,1
The Cuban Government,1
the Government of Cuba,1
Fiscal,1
Military and Insular Affairs,1
the Jackson Administration,1
the National Reserve Association,1
section 38,1
the President's Commission on Economy and Efficiency,1
THE HOME ARMY,1
THE NATIONAL GUARD,1
The Organized Militia,1
NATIONAL VOLUNTEERS,1
THE SUPPLY CORPS,1
the Service Corps,1
the supply corps,1
THE PANAMA CANAL During,1
Emory R. Johnson,1
PANAMA CANAL TREATY,1
COL,1
the Bathtub Trust,1
WORKMAN'S,1
Concerning the Work of the Departments of the Post Office,1
Cabinet -at,1
the Cabinet on the floor of,1
Ilouse,1
Commentaries,1
GEO,1
W. B. ALLISON,1
D. W. VOORHEES,1
J. G. BLAINE,1
M. C. BUTLER,1
JOHN J. INGALLS,1
J. T. FARLEY.It,1
POSTAL SAVINGS BANK SYSTEM,1
The Postal Savings Bank System,1
B. Group A,1
B.,1
The Postmaster General's,1
expIoitation,1
Land Department,1
the Remsen Board,1
the Bureau of Chemistry,1
PANAMA-PACIFIC INTERNATIONAL EXPOSITION,1
Potomac Park,1
Rock Creek,1
the Lincoln Monument,1
whenthe House of Representatives,1
Nationnow,1
areor,1
Men&#39;s,1
day&mdash;very,1
it&mdash;now,1
the Battle of Gettysburg,1
quartermaster&#39;s,1
Day,1
Julys,1
Dominion of Virginia,1
Hercules,1
The Agricultural Department of the Government,1
Our Bureau of Mines,1
Governments of similar,1
Huertistas,1
no House of Lords,1
this Declaration of Independence,1
the Declaration of Independence on this,1
the Sixty-third,1
the Parliament of Great Britain,1
the National Guard of the States,1
Restrictions,1
the Virginia Bill of Rights,1
Pan-Americanism,1
the Quartermaster Corps,1
the Naval academy,1
the aviation corps,1
the General Board of the Department,1
Ladies of the Association,1
Newtonian,1
the Congress of the consideration,1
the Interstate Commerce Commission's,1
the Corrupt Practices Act,1
the Sixty-fourth,1
The Entente Powers,1
the organized major force,1
the Entente-Allies&#39,1
the Entente-Allies,1
the Houses of Congress,1
the Lyman M. Law,1
God&#39;s Providence,1
Cunningly,1
Intrigue,1
Count Tarnowski,1
Royal,1
Section 4067,1
"Sections 4068, 4069",1
Sections 4069,1
the United States Marshal,1
supreme crisis,1
Section 5,1
the Board of Commissioners of the District of Columbia,1
the Territories of Alaska,1
the City Clerk,1
UNWILLING,1
mass,1
the AustroHungarian Empire,1
the Congress of Vienna,1
section 4067,1
Central Powers,1
Teutonic,1
Lloyd George,1
I. Open,1
Alsace-Lorraine,1
XI,1
XII,1
Ottoman Empire,1
XIV,1
the Orkney Islands,1
St. Mihiel,1
Thierry,1
the War Industries Board,1
the Fuel Administration,1
"America:""Among",1
wouldbe,1
Food Control Act,1
The Department of justice,1
New World's,1
The American Republic,1
devotion--,1
Bolshevist,1
reservations&mdash,1
the League Covenant,1
revealment&mdash;of,1
the Sons of Opportunity,1
competition&mdash;is,1
the America of tomorrow,1
the Eighteenth Amendment,1
Enfranchisement,1
this New World Republic,1
the Republic!,1
Underproduction,1
the Republic.,1
Covenant of the League of Nations,1
"Article 10
",1
Kahn,1
Wyandot County,1
Wyandot,1
Julius Kahn,1
Argonne Forest,1
John J. Pershing,1
the American Expeditionary Force,1
this New World republic,1
The Old World,1
the Orders in Council of Great Britain,1
the War of 1812.I,1
"Agriculture, Industry",1
Liberty Bonds,1
Savings Certificates,1
"act-$350,000,000",1
the Board for Vocational Education,1
the Sixty-sixth,1
the supreme fulfillment,1
OldWorld,1
the Governments of the earth,1
theAdministration,1
Americanchildhood,1
the supreme commitment of life,1
Holy Writwherein,1
Godand,1
the Senate Committee on Foreign Relations,1
kinsman,1
Bulgar,1
Slovak,1
John C.,1
Warren G. Harding,1
Government Printing Office,1
our United States,1
the Jones Act,1
the Tariff Commission's,1
gaunt,1
the Russian State,1
Capital and Labor,1
Volga,1
the American Relief Administration,1
The American Relief Administration,1
Christmastide,1
the Federal reserve,1
The Farm Loan Bureau,1
Simple Living,1
Agricultural Inquiry,1
the Railroad Labor Board,1
Federal Executive,1
National and State,1
Twice Congress,1
the Washington Conference on Limitation of Armament,1
Judgment,1
World Court of Justice,1
Republic of Russia,1
the Budget System,1
Office Department,1
Notion,1
the Northeastern States,1
the Labor Board,1
The Judicial Council,1
the Circuit Court of Appeals of the Eighth Circuit,1
the Bureau of Investigation of the Department of Justice a Division of Criminal Identification,1
the Coast Card,1
Laws,1
the States of the Nation,1
The American Legion,1
the Coal Commission,1
FORESTS,1
the Budget for the continuing,1
Reforestation,1
the Mississippi Basin,1
the Fact Finding Commission,1
section 15A,1
"the Emergency Fleet, Corporation",1
section 28,1
NATIONAL ELECTIONS Nothing,1
JUDICIARY,1
The Judiciary Committee,1
NATIONAL POLICE BUREAU Representatives,1
the International Police Conference,1
FRENCH,1
NAVY Little,1
Zeppelin,1
War the Army of the United States,1
National Guard and Reserve,1
Legion,1
Dawes,1
INTERNATIONAL COURT America,1
a Permanent Court of International Justice,1
the Washington Conference on Limitation of Armaments,1
Americahas,1
Menbegan,1
methodsof,1
Americamust,1
thana,1
the PermanentCourt of International Justice,1
peoplecan,1
thesword,1
anarrow,1
absurdto,1
thebarbarian,1
honoramong,1
the Virginia Colony,1
French War,1
Dinwiddie,1
Waterloo,1
Titans,1
the Virginia Forces,1
Fort Pitt,1
the Ohio Valley,1
General Wolfe,1
Potomac Valleys,1
Allegheny,1
buff,1
Our Country,1
Puritanic,1
Congress Adams,1
the Battle of Bunker Hill,1
the Revolution of 1775,1
General Gage,1
the House of Lords,1
the Virginia Peninsula,1
the Constitutional Convention of 1787,1
r&eacute;gime,1
King George,1
Grenville,1
Moderator,1
Ipswich,1
Congregational,1
Shepherd and Hooker and Wise,1
the Great Master,1
the Post Office ',1
Comptroller General,1
the Board of Tax Appeals,1
aU,1
the Locarno Conference,1
the London Conference,1
Washington Conference,1
the Chinese Customs Conference,1
the Commission on Extraterritoriality,1
The Hague Court of Arbitration,1
Council and Assembly of the League of Nations,1
Assembly and Council,1
PROBLEM Negotiations,1
IMMIGRATION,1
Battle Fleet,1
the Military and Naval Academies,1
the Air Board,1
"The Departments of War, Navy",1
the Army Air Service,1
Veterans' Bureau,1
the Departments of Agriculture and Commerce,1
the Farm Loan Boards,1
the State and Federal Government,1
Accordance,1
Henry G. Dalton,1
the Departments of Commerce and Labor,1
the Erie Canal,1
Joint,1
the Colorado River Commission,1
the Arizona Legislature,1
FEDERAL TRADE COMMISSION,1
Bigotry,1
Fellow Countrymen,1
the Declaration of Independence and the Constitution of the United States,1
the Declaration of Independence represented the movement of,1
The American Revolution,1
The Continental Congress,1
Philip of Spain,1
Stuarts,1
the General Court,1
the Congregational Church,1
Andross,1
Samuel Pufendorf,1
The Church&#39;s Quarrel Espoused,1
the Scotch-Irish of,1
the Declaration of Rights,1
George Mason,1
Samuel Adams,1
Jonathan Edwards,1
George Whitefield,1
The Purnell Act,1
The Capper-Volstead Cooperative Marketing Act,1
"the Department of Agriculture,Enlargement",1
BITUMINOUS,1
the national bank act,1
INSULAR POSSESSIONS,1
Carmi A Thompson,1
the Constitution the Congress,1
Silas H. Strawn,1
Esq,1
The Preparatory Commission,1
The Memorial Bridge,1
AMERICAN IDEALS America,1
General Braddock,1
John Parke Curtis,1
Martha Custis,1
Albert Bushnell,1
New York State,1
the Mohawk Valley,1
Daniel Parke Custis,1
the Bank of Alexandria,1
the Bank of Columbia,1
the Nation of the debts,1
the American Empire,1
the Mississippi Company,1
the Great Kanawha,1
Hulbert,1
the James River Company,1
the Potomac River Company,1
the Potomac Company,1
no Revolutionary War,1
Monongahela,1
the Ohio Rivers,1
L&#39;Enfant,1
Divine Province,1
Rutledge,1
Milton,1
"Howe, Burgoyne,",1
Rushmore,1
the Nation of the burden,1
the Naval Reserve,1
the Pan American Congress of Highways,1
Post Office Departments,1
INSULAR POSSESSIONS Conditions,1
the Chagres River,1
Alhajuela,1
Eugene Meyer,1
Farm Loan,1
The Engineering Corps of the Army,1
the Joint Board of Engineers,1
Boulder Canyon,1
The Columbia River Basin,1
the Department of the Interior on,1
Board of Mediation and Conciliation,1
The Mixed Claims Commission,1
Delay,1
Congress for Civil,1
Spanish War,1
Relief,1
our Department of Labor,1
Children's Bureau,1
Bureau of Immigration,1
The United States Employment Service,1
the Federal Board for Vocational Education,1
the Capital City,1
HISTORICAL CELEBRATIONS Provision,1
George Rogers Clark,1
this Northwest Territory,1
The State of Indiana,1
power&mdash;our,1
Federal and State Governments,1
labor,1
Gompers,1
hom6,1
"w1,11",1
The Sixth International Conference of American States,1
Frank R. McCoy,1
Morrow,1
The Nationalist Government,1
PEACE TREATY One,1
the Veterans of Foreign Wars of the United States,1
the Purnell Act,1
the Capper-Ketcham Act,1
Federal farm board,1
THE RESPONSIBILITY OF THE STATES Important,1
the air commerce act,1
Federal air pilot's,1
Orville Wright,1
the Parcel Post Convention,1
BATTLESHIP MEMORIAL When,1
the Pan American Conference at Habana,1
the interstate commerce law requires definition,1
INTER-AMERICAN HIGHWAY,1
AIR MAIL,1
Fla.,1
Conception,1
The Ohio River,1
the Department of the Interior of charges due the reclamation fund,1
the Black Canyon,1
The Board of Actuaries,1
"J1,307",1
Federalservice,1
the Department of the Interior the Federal Government,1
the Association of Land Grant Colleges and Universities,1
Bureau of Education,1
Population,1
the Constitution of this Union,1
The Federal enforcement bureau,1
Federal machinery of justice,1
COOPERATION BY THE GOVERNMENT,1
The Permanent Court of International Justice,1
VOTE,1
Federal Farm Board,1
Article 1--The,1
Article 2--The,1
"""Whereas a Treaty",1
the East Wing,1
Adamses,1
no Federal Reserve System,1
Kellogg-Briand,1
the Court of International Justice,1
the International Court,1
Diplomatic Service,1
1 &frac12,1
the Government of Greece,1
The Government of France,1
United States Government,1
ECONOMIC SITUATION,1
farmer&#39;s,1
the Fine Arts Commission,1
WATERWAYS,1
the Arkansas River,1
the Atchafalaya River,1
"POST OFFICE
Our Post Office",1
The Post Office,1
Consideration,1
the Nation of the great,1
Shipping Board,1
"ELECTRICAL POWER REGULATION
",1
The Federal Power Commission,1
"BOULDER DAM
The",1
CONSERVATION,1
Children&#39;s Bureaus,1
the Children&#39;s Bureau of the Department of Labor,1
the Children&#39;s Bureau,1
the Army Disciplinary Barracks,1
the Department of Justice a Bureau of Prisons,1
the National Home for Volunteer Soldiers,1
PROHIBITION,1
the Prohibition Bureau,1
National Commission on Law Observance and Enforcement,1
department&#39;s,1
The Departments of Commerce and Labor,1
Judiciary Committee,1
the Senate District Committee,1
lobbies,1
Rush-Bagot,1
no Military Establishment,1
British Navy,1
the General Board of the United States Navy,1
the American Bankers Association,1
East India,1
the Reserve System,1
Value of department-store,1
Federal-highway,1
Winnipeg,1
Lower Mississippi Rivers,1
Railway,1
The Federal Farm Loan Board,1
the Bureau of the Budget of the tax,1
Narcotics Bureau,1
the Congress institute,1
Visas,1
